CC.TABLE_NAME||'|'||CC.COLUMN_NAME||'|'||RC.TABLE_NAME||'|'||RC.COLUMN_NAME||'|'||C.CONSTRAINT_NAME
BATCH5_JOB_EXECUTION|JOB_INSTANCE_ID|BATCH5_JOB_INSTANCE|JOB_INSTANCE_ID|BATCH5_JOB_INST_EXEC_FK
GCRPVID|GCRPVID_POPV_ID|GCRPOPV|GCRPOPV_SURROGATE_ID|FK1_GCRPVID_INV_GCRPOPV
GCRPVID|GCRPVID_QRYV_ID|GCRQRYV|GCRQRYV_SURROGATE_ID|FK1_GCRPVID_INV_GCRQRYV
GCRPVID|GCRPVID_QUERY_ID|GCBQURY|GCBQURY_SURROGATE_ID|FK1_GCRPVID_INV_GCBQURY
GCRQRTZ_BLOB_TRIGGERS|SCHED_NAME|GCRQRTZ_TRIGGERS|SCHED_NAME|FK1_BLOB_TRIGGER_INV_TRIGGER
GCRQRTZ_BLOB_TRIGGERS|TRIGGER_GROUP|GCRQRTZ_TRIGGERS|TRIGGER_GROUP|FK1_BLOB_TRIGGER_INV_TRIGGER
GCRQRTZ_BLOB_TRIGGERS|TRIGGER_NAME|GCRQRTZ_TRIGGERS|TRIGGER_NAME|FK1_BLOB_TRIGGER_INV_TRIGGER
GCRQRTZ_CRON_TRIGGERS|SCHED_NAME|GCRQRTZ_TRIGGERS|SCHED_NAME|FK1_CRON_TRIGGER_INV_TRIGGER
GCRQRTZ_CRON_TRIGGERS|TRIGGER_GROUP|GCRQRTZ_TRIGGERS|TRIGGER_GROUP|FK1_CRON_TRIGGER_INV_TRIGGER
GCRQRTZ_CRON_TRIGGERS|TRIGGER_NAME|GCRQRTZ_TRIGGERS|TRIGGER_NAME|FK1_CRON_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPLE_TRIGGERS|SCHED_NAME|GCRQRTZ_TRIGGERS|SCHED_NAME|FK1_SIMPLE_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPLE_TRIGGERS|TRIGGER_GROUP|GCRQRTZ_TRIGGERS|TRIGGER_GROUP|FK1_SIMPLE_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPLE_TRIGGERS|TRIGGER_NAME|GCRQRTZ_TRIGGERS|TRIGGER_NAME|FK1_SIMPLE_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPROP_TRIGGERS|SCHED_NAME|GCRQRTZ_TRIGGERS|SCHED_NAME|FK1_SIMPRP_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPROP_TRIGGERS|TRIGGER_GROUP|GCRQRTZ_TRIGGERS|TRIGGER_GROUP|FK1_SIMPRP_TRIGGER_INV_TRIGGER
GCRQRTZ_SIMPROP_TRIGGERS|TRIGGER_NAME|GCRQRTZ_TRIGGERS|TRIGGER_NAME|FK1_SIMPRP_TRIGGER_INV_TRIGGER
GCRQRTZ_TRIGGERS|JOB_GROUP|GCRQRTZ_JOB_DETAILS|JOB_GROUP|FK1_TRIGGERS_INV_JOB_DETAILS
GCRQRTZ_TRIGGERS|JOB_NAME|GCRQRTZ_JOB_DETAILS|JOB_NAME|FK1_TRIGGERS_INV_JOB_DETAILS
